city,corridor,zone,hour,day_of_week,vehicle_count,historical_avg_speed_kmh,target_speed_kmh
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,12,4,268,42.3,23.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,6,459,35.2,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,18,1,315,28.3,7.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,6,6,216,36.6,22.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,18,4,218,49.9,15.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,4,405,39.3,14.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,2,330,42.2,20.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,1,453,36.3,11.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,4,274,28.9,15.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,5,145,24.0,17.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,15,3,110,20.1,15.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,21,2,77,13.7,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,13,3,248,9.6,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,14,5,418,35.8,13.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,0,195,21.7,14.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,6,198,42.7,13.8
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,22,2,59,10.2,8.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,3,322,28.5,13.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,15,4,285,45.8,24.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,1,314,17.3,8.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,5,62,34.6,28.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,8,3,392,21.5,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,1,210,13.3,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,4,385,37.6,7.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,4,155,14.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,0,212,20.9,13.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,3,356,39.8,8.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,2,361,29.8,13.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,4,242,8.1,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,1,365,31.0,6.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,4,145,49.1,35.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,2,64,45.7,37.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,4,192,49.8,32.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,0,174,13.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,2,4,213,42.7,26.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,1,459,28.2,8.7
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,6,223,45.2,27.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,4,217,45.4,28.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,0,3,409,34.4,12.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,12,2,90,46.7,36.6
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,21,4,387,43.0,8.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,23,6,275,16.4,9.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,1,197,47.0,30.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,3,181,10.1,6.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,13,2,412,11.8,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,10,0,213,47.1,14.7
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,1,153,37.8,26.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,0,251,25.4,14.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,19,3,355,47.0,10.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,6,161,43.8,30.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,14,3,319,25.3,12.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,22,4,200,39.1,25.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,1,425,15.4,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,2,354,44.1,9.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,6,244,10.6,6.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,13,6,90,31.6,24.8
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,1,238,8.9,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,6,130,47.3,34.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,16,0,389,32.9,13.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,21,2,380,13.2,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,5,435,25.1,8.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,2,398,47.2,18.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,4,404,18.8,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,5,224,24.7,7.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,5,415,11.7,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,0,240,26.7,15.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,19,3,73,21.8,8.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,3,336,42.4,19.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,3,1,142,48.8,35.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,4,463,24.8,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,10,5,106,33.8,12.9
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,4,395,8.4,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,3,425,40.9,14.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,0,1,128,27.7,20.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,5,57,32.5,13.4
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,2,451,42.1,6.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,9,1,376,40.8,8.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,6,185,19.4,6.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,2,387,30.8,6.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,1,480,30.1,8.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,4,55,37.6,31.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,1,2,279,30.7,16.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,12,1,261,41.2,23.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,5,283,14.2,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,13,6,78,39.3,31.4
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,1,2,360,15.2,6.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,2,4,162,46.0,31.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,11,4,371,34.6,7.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,17,6,310,27.0,6.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,2,249,30.3,17.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,4,2,121,12.9,9.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,21,3,51,15.1,6.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,5,391,16.7,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,1,89,44.5,35.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,14,1,381,19.5,8.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,5,355,44.6,9.9
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,5,326,48.9,23.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,5,440,27.6,9.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,2,223,49.0,30.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,10,6,185,15.4,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,5,249,8.2,6.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,3,253,21.8,6.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,4,128,10.1,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,6,339,35.5,16.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,12,0,98,24.0,18.6
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,5,398,31.4,12.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,6,438,19.1,6.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,6,63,28.8,11.8
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,8,1,227,15.3,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,2,410,23.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,1,235,13.7,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,3,161,18.6,6.4
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,23,5,330,48.3,23.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,4,427,35.9,12.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,10,1,225,48.2,14.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,2,54,36.7,15.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,4,90,46.5,18.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,9,3,464,29.6,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,3,358,48.1,21.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,6,154,16.2,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,4,94,15.6,12.2
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,7,5,125,20.1,14.9
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,1,169,21.9,7.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,2,374,23.8,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,5,97,20.4,7.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,14,0,56,34.7,28.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,5,5,292,46.9,24.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,5,139,24.0,8.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,0,103,49.8,38.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,5,269,17.8,9.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,11,0,68,33.0,13.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,6,312,48.1,24.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,1,2,132,49.0,35.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,3,200,23.9,7.7
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,2,289,40.5,21.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,21,6,180,32.3,10.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,4,472,32.8,9.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,0,367,30.2,12.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,3,273,8.1,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,0,432,19.6,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,6,401,28.2,10.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,17,1,221,11.0,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,3,67,22.6,9.2
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,19,5,234,18.0,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,7,6,132,35.5,25.9
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,3,104,39.3,30.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,6,64,22.9,18.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,20,6,394,43.6,8.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,0,58,49.7,20.5
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,1,242,31.8,18.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,1,433,31.5,10.8
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,18,6,298,49.2,12.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,12,2,302,18.0,9.2
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,20,3,440,48.4,8.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,15,2,358,36.7,16.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,4,376,39.0,8.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,15,6,306,47.5,24.1
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,16,4,448,22.7,7.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,5,297,8.0,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,0,235,34.0,20.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,3,6,392,10.8,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,8,5,74,39.4,15.9
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,4,433,38.7,6.6
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,3,5,469,10.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,2,457,29.0,9.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,9,1,479,14.6,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,7,1,312,47.6,23.7
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,1,4,275,10.6,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,18,0,215,19.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,1,345,21.8,10.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,11,1,250,24.5,7.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,20,2,333,20.9,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,20,5,405,32.8,6.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,0,276,18.8,10.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,23,5,410,48.9,18.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,11,1,76,25.8,10.3
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,0,1,478,15.8,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,4,285,39.8,21.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,14,6,143,16.6,11.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,8,1,351,12.1,6.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,5,1,219,39.3,24.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,5,112,26.6,20.1
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,6,427,20.8,7.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,1,289,42.4,22.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,19,3,174,48.4,16.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,21,1,325,46.6,11.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,6,415,20.7,7.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,6,99,22.6,8.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,14,0,300,35.9,18.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,9,4,394,43.8,8.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,2,1,129,14.6,10.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,13,4,370,31.2,13.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,11,1,149,45.5,16.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,6,54,13.9,11.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,1,90,24.6,9.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,6,4,306,49.9,25.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,0,414,12.5,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,3,158,19.2,13.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,10,5,360,22.0,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,8,4,85,49.7,19.6
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,4,423,25.2,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,1,4,349,12.5,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,17,4,244,34.5,10.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,13,5,111,49.0,37.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,10,1,145,21.4,7.6
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,7,5,386,29.0,11.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,14,5,169,13.6,9.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,17,0,429,35.0,6.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,5,1,454,42.1,13.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,4,467,19.2,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,5,5,297,37.5,19.4
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,16,0,145,14.5,10.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,2,213,46.3,29.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,0,128,11.0,8.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,19,3,423,13.2,6.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,4,0,292,43.5,22.8
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,2,476,12.5,6.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,3,371,18.4,7.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,9,1,452,37.1,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,1,187,12.1,8.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,4,5,141,45.2,32.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,6,6,91,13.9,10.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,17,5,188,49.1,16.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,6,218,26.7,16.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,19,6,370,45.6,9.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,0,320,26.7,13.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,6,86,9.2,7.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,3,3,141,21.5,15.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,12,4,137,11.1,8.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,3,0,193,42.9,28.0
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,6,183,25.9,17.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,1,403,29.9,11.4
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,10,3,318,41.9,10.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,1,249,36.8,21.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,0,5,51,34.8,29.0
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,0,5,376,50.0,20.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,4,213,29.0,18.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,3,224,14.9,9.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,13,3,372,49.2,20.7
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,6,0,217,27.8,17.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,2,5,94,11.1,8.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,17,5,189,48.8,16.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,15,4,380,32.9,13.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,4,3,154,48.8,34.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,5,2,331,45.4,21.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,21,5,148,42.2,15.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,17,5,356,48.7,10.8
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,20,1,196,37.9,12.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,4,417,10.7,6.0
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,16,3,138,16.4,11.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,5,352,19.4,8.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,8,5,319,23.3,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,22,5,105,20.0,15.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,17,2,390,33.7,6.7
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,4,5,165,39.8,27.4
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,7,1,286,18.6,9.9
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,10,6,97,24.1,9.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,1,150,33.5,23.7
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,4,364,35.9,15.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,2,5,79,34.0,27.1
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,23,6,193,45.2,29.5
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,9,5,62,22.0,9.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,3,3,59,40.8,33.6
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,8,2,187,42.0,13.9
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,1,0,252,43.7,25.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,2,2,153,49.7,35.0
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,6,264,16.3,9.1
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,2,2,249,45.7,26.5
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,16,1,66,36.2,29.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,22,5,146,21.1,15.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,16,4,208,45.1,28.5
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,22,6,193,34.1,22.2
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,1,356,33.0,14.6
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,3,467,18.1,6.0
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,18,5,262,37.2,10.5
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,13,5,376,22.8,9.5
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,3,5,241,15.5,9.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,4,4,422,39.3,14.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,7,0,348,37.2,16.8
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,0,5,386,14.6,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,18,5,168,29.5,10.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,12,5,376,31.1,13.0
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,16,4,195,14.4,9.3
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,5,0,267,27.2,15.1
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,12,1,148,46.6,33.1
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,16,6,294,43.0,22.4
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,23,0,320,9.9,6.0
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,0,219,26.2,16.2
Delhi NCR,AIIMS Ring Road Junction,DELHI_SOUTH,7,2,455,27.2,8.6
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,0,2,356,45.0,19.9
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,5,1,272,38.7,21.3
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,23,3,66,18.7,15.2
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,0,349,27.3,12.3
Bengaluru,Central Silk Board Junction,ZONE_SOUTH,1,6,215,32.5,20.3
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,15,6,146,34.7,24.7
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,20,4,413,16.4,6.0
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,3,4,251,35.0,20.2
Bengaluru,Whitefield ITPB Main Road,ZONE_EAST,9,1,311,40.6,10.2
Mumbai,Western Express Highway (Andheri),MUMBAI_WEH,23,2,115,28.3,21.3
Mumbai,Bandra-Worli Sea Link Approach,MUMBAI_BANDRA,10,1,172,33.4,11.3
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,5,5,182,10.7,7.1
Delhi NCR,Gurgaon Cyber City Expressway,DELHI_GURGAON,21,2,459,41.9,6.5
Bengaluru,M.G. Road Corridor,ZONE_CENTRAL,7,0,229,15.4,9.3
Bengaluru,Hebbal Flyover to Airport,ZONE_NORTH,0,3,250,18.5,10.7
